FullName,NOM,PRENOM,ADRESSE,CODE_POSTAL,LOCALITE,GOUVERNORAT,SPECIALITE,CATEGORIE_PRESTATAIRE,APC,NameAr,Delegations_Name,Delegations_NameAr,Delegations_Value,Delegations_Latitude,Delegations_Longitude
MOHAMED LANOUAR RAFRAF,RAFRAF,MOHAMED LANOUAR,"""CENTRE LAGHA""CARREFOUR MEDICAL 1er ETAGE CABINET A 1-7 -AIN ZAGHOUAN-",2045,CITE M'HIRI,TUNIS,MEDECINE GENERALE,APC,APC,سليانة,LA MARSA (Cite El Mhiri),المرسى (حي المهيري),LA MARSA,36.8775,10.3275
MOHSEN NABIL AJMI EP RABOUDI,AJMI EP RABOUDI,MOHSEN NABIL,97 AV . HABIB  BOURGUIBA,2080,ARIANA MEDINA,ARIANA,MEDECINE GENERALE,CABINET MEDICAL INDIVIDUEL,NON,سليانة,ARIANA VILLE (Ariana),أريانة المدينة (أريانة),ARIANA VILLE,36.861327,10.19168
MOHAMED AMINE NEILA,NEILA,MOHAMED AMINE,AVE COMMANDANT BEJAOUI IMM SADOK BOUHAHA APPT A3,4000,SOUSSE MEDINA,SOUSSE,MEDECIN DENTISTE,CABINET MEDICAL INDIVIDUEL,NON,المنستير,SOUSSE VILLE (Cite Boukhzar),سوسة المدينة (حي بوخزر),SOUSSE VILLE,35.8269,10.63
MAHMOUD SALEM SMADHI,SMADHI,MAHMOUD SALEM, BAB JEBLI  DEBUT RTE GREMDA IMM RIBAT EL MEDINA ESCALIER B N° 203,3027,SFAX JADIDA,SFAX,PHARMACIEN D'OFFICINE DE JOUR,CABINET MEDICAL DE GROUPE,NON,سيدي بوزيد,SFAX VILLE (Sfax El Jadida),صفاقس المدينة (صفاقس الجديدة),SFAX VILLE,34.7406,10.76
WASSEF SLIMANI,SLIMANI,WASSEF,AV HABIB BOURGUIBA,6031,BOUCHAMMA,GABES,RADIOLOGIE (DIAGNOSTIC),CABINET DE CHIRURGIE DENTAIRE,NON,القصرين,GABES OUEST (Bou Chemma),قابس الغربية (بوشمة),GABES OUEST,33.87,9.98
MOHAMED  AMINE TKOUK,TKOUK,MOHAMED  AMINE,AV SLAIEM AMMAR IMM. TRIANGLE MEDICAL APPART. N° 8,4054,SEHLOUL,SOUSSE,PHARMACIEN D'OFFICINE DE NUIT,LABORATOIRE D'ANALYSES,NON,باجة,SOUSSE JAOUHARA (Sahloul),سوسة جوهرة (سهلول),SOUSSE JAOUHARA,35.8269,10.63
AFFEF Alaoui,Alaoui,AFFEF,AVENUE DE L'ENVIRONNEMENT IMMEUBLE RIHAB,9070,MEDJEZ EL BAB,BEJA,CHIRURGIE ORTHOPEDIQUE,CABINET MEDICAL INDIVIDUEL,NON,القصرين,MEJEZ EL BAB (Argoub Ezzaatar),مجاز الباب (عرقوب الزعتر),MEJEZ EL BAB,36.6492,9.6108
SAMI HATEM ZONE,ZONE,SAMI HATEM,AV  ALI  BALHAOUANE  ROUTE  DE JAMMEL,5012,SAHLINE,MONASTIR,MEDECIN DENTISTE,LABORATOIRE D'ANALYSES,NON,صفاقس,SAHLINE (Sahline),الساحلين (الساحلين),SAHLINE,35.7197,10.7594
LOUA JMAA,JMAA,LOUA,MINISTERE DE L'INTERIEUR BOUCHOUCHA,1000,TUNIS RP (VILLE),TUNIS,MEDECIN DENTISTE,CABINET MEDICAL INDIVIDUEL,NON,تطاوين,BAB BHAR (Bab Bhar),باب بحر (باب بحر),BAB BHAR,36.7981,10.1803
BOUDIRBALA MHALLA,MHALLA,BOUDIRBALA,89 AV HABIB BOURGUIBA CENTRE SALAMBO,8010,MENZEL BOUZELFA,NABEUL,GYNECOLOGIE-OBSTETRIQUE,CABINET MEDICAL INDIVIDUEL,NON,قبلي,MENZEL BOUZELFA (Cite Jemmali),منزل بوزلفة (حي الجمالي),MENZEL BOUZELFA,36.6833,10.5833
LYDIA JEBNOUN,JEBNOUN,LYDIA,RUE ABELHAMID SAKKA CITE ETTAAMIR,4000,SOUSSE MEDINA,SOUSSE,MEDECINE GENERALE,CABINET MEDICAL INDIVIDUEL,NON,توزر,SOUSSE VILLE (Cite Boukhzar),سوسة المدينة (حي بوخزر),SOUSSE VILLE,35.8269,10.63
FAKHREDDINE BERRIRI,BERRIRI,FAKHREDDINE,AVENUE HABIB BOURGUIBA,7070,RAS JEBEL,BIZERTE,RADIOLOGIE (DIAGNOSTIC),CABINET DE KINESITHERAPIE,NON,نابل,RAS JEBEL (Cite Ain Charchara),رأس الجبل (حي عين شرشارة),RAS JEBEL,37.213,10.124
MEHREZ SARRAY,SARRAY,MEHREZ,6 RUE SALONIQUE,1000,TUNIS RP (VILLE),TUNIS,MEDECIN DENTISTE,CABINET MEDICAL INDIVIDUEL,NON,الكاف,BAB BHAR (Bab Bhar),باب بحر (باب بحر),BAB BHAR,36.7981,10.1803
SOUFYEN REBHI,REBHI,SOUFYEN,APPT B2/10 RESIDENCE FARAH LAKE CITE LES PINS LAC 2,1053,LES BERGES DU LAC,TUNIS,CARDIOLOGIE,CABINET MEDICAL INDIVIDUEL,NON,تونس,LA MARSA (Berge Du Lac),المرسى (ضفاف البحيرة),LA MARSA,36.8775,10.3275
SOLA BAKLOUTI,BAKLOUTI,SOLA,RESIDENCE L'OPERA AVENUE HEDI NOUIRA ENNASR II,2037,EL MENZAH 7 - ENNASR II,ARIANA,MEDECIN DENTISTE,CABINET MEDICAL INDIVIDUEL,NON,صفاقس,ARIANA VILLE (Centre Commercial Ikram),أريانة المدينة (المركب التجاري إكرام),ARIANA VILLE,36.8653,10.1682
YASINE KHACHTALI,KHACHTALI,YASINE,02 RUE SASSI EL BAHRI,7000,BIZERTE,BIZERTE,PHARMACIEN D'OFFICINE DE JOUR,CABINET MEDICAL INDIVIDUEL,NON,سوسة,BIZERTE NORD (Bizerte),بنزرت الشمالية (بنزرت),BIZERTE NORD,37.2744,9.8739
HECHMI SAFWEN,SAFWEN,HECHMI,AVENUE BAIET AL HEKMA MANSOURA,3100,KAIROUAN,KAIROUAN,MEDECIN DENTISTE,MINISTERE DE L'INTERIEUR,NON,باجة,KAIROUAN SUD (Cite El Moez),القيروان الجنوبية (حي المعز),KAIROUAN SUD,35.6772,10.098
AMEUR EL  OUAKDI,EL  OUAKDI,AMEUR,84 RUE AMMAR EL MAOUSILI APP A1  CITE IBN SINA II,1009,EL OUERDIA,TUNIS,MEDECIN DENTISTE,CABINET MEDICAL INDIVIDUEL,NON,قفصة,EL OUERDIA (Bellevue),الوردية (بلڤو),EL OUERDIA,36.775,10.1886
HAMED TAOUFIK SAKLI,SAKLI,HAMED TAOUFIK,12 RUE M'HAMED ALI,9100,SIDI BOUZID,SIDI BOUZID,RADIOLOGIE (DIAGNOSTIC),CABINET MEDICAL INDIVIDUEL,NON,صفاقس,SIDI BOUZID EST (Dhraa),سيدي بوزيد الشرقية (الذراع),SIDI BOUZID EST,35.0372,9.4853
ABDESSETTAR ZAGUIA,ZAGUIA,ABDESSETTAR,AVENUE TAREK IBN ZIED,3100,KAIROUAN,KAIROUAN,RADIOLOGIE (DIAGNOSTIC),MINISTERE DE L'INTERIEUR,NON,أريانة,KAIROUAN SUD (Cite El Moez),القيروان الجنوبية (حي المعز),KAIROUAN SUD,35.6772,10.098
FEYDA Fkili,Fkili,FEYDA,ANCIENNE JEDAIDA AVENUE HABIB BOURGUIBA,1124,JEDAIDA,MANOUBA,PHARMACIEN D'OFFICINE DE JOUR,OFFICINE DE JOUR,NON,سليانة,JEDAIDA (Cite El Hidaya),الجديدة (حي الهداية),JEDAIDA,36.85,9.9167
NEJEMEDDINE MENSI,MENSI,NEJEMEDDINE,AVENUE DU COMBATTANT SUPREME IMMEUBLE BECHIR 1 ER ETAGE,5000,MONASTIR,MONASTIR,MEDECIN DENTISTE,CABINET DE KINESITHERAPIE,NON,المنستير,MONASTIR (Monastir),المنستير (المنستير),MONASTIR,35.7644,10.8
FATMA Ep MHIRI NAILI,NAILI,FATMA Ep MHIRI,"B. 06,  Résidence Fares, Rue du Maghreb Arabe Rades-Meliane",2040,RADèS VILLE,BEN AROUS,CARDIOLOGIE,CABINET MEDICAL INDIVIDUEL,NON,قابس,RADES (Chouchet Rades),رادس (شوشة رادس),RADES,36.805,10.295
ikrem ben elhani,ben elhani,ikrem,RUE FARHAT HACHED,4070,M'SAKEN,SOUSSE,PHYSIOTHERAPIE,CABINET MEDICAL INDIVIDUEL,NON,سوسة,MSAKEN (Msaken),مساكن (مساكن),MSAKEN,35.7275,10.5803
ALI  EL  MEHDI YAMAK,YAMAK,ALI  EL  MEHDI,"RESIDENCE WAFA , I -10 , AV  DE L'INDEPENDANCE",2000,BARDO,TUNIS,PHARMACIEN D'OFFICINE DE JOUR,CABINET MEDICAL INDIVIDUEL,NON,جندوبة,EL OMRANE (Ras Tabia),العمران (رأس الطابية),EL OMRANE,36.8167,10.1667
MOUSSADEK SEMAH,SEMAH,MOUSSADEK,"RESIDENCE"" TULIPE"" RUE D'ALGER AU DESSUS DE CARREFOUR EXPRESS",2050,HAMMAM-LIF,BEN AROUS,GASTRO-ENTEROLOGIE,MINISTERE DE L'INTERIEUR,NON,بنزرت,HAMMAM LIF (Cite Des Ouvriers),حمام الأنف (حي العمال),HAMMAM LIF,36.728,10.336
Mohamed Oussama OUNAIS,OUNAIS,Mohamed Oussama,"BUREAU N°1 RESIDENCE ""LES LILAS"" AVENUE HEDI NOUIRA ENNASR II",2037,EL MENZAH 7 - ENNASR II,ARIANA,MEDECIN DENTISTE,CABINET MEDICAL INDIVIDUEL,NON,أريانة,ARIANA VILLE (Centre Commercial Ikram),أريانة المدينة (المركب التجاري إكرام),ARIANA VILLE,36.8653,10.1682
MOUHIB DELLAGI,DELLAGI,MOUHIB,Av.14 Janvier Immeuble Al Achkar 3 éme étage,7080,MENZEL JEMIL,BIZERTE,MEDECINE GENERALE,CABINET MEDICAL INDIVIDUEL,NON,المنستير,MENZEL JEMIL (Cite Bir Remel),منزل جميل (حي بئر الرمل),MENZEL JEMIL,37.2305,9.9108
SOFIENE ROUINE,ROUINE,SOFIENE,26 AVENUE HABIB BOURGUIBA,2060,LA GOULETTE,TUNIS,MEDECINE GENERALE,CABINET MEDICAL INDIVIDUEL,NON,المهدية,LA GOULETTE (Casino La Goulette),حلق الوادي (كازينو حلق الوادي),LA GOULETTE,36.8197,10.2936
NEJM BEN HAJ MABROUK,BEN HAJ MABROUK,NEJM,50 BIS AV MONGI SLIM,8080,MENZEL TEMIME,NABEUL,MEDECINE GENERALE,CABINET MEDICAL INDIVIDUEL,NON,المهدية,MENZEL TEMIME (Beni Abdelaziz),منزل تميم (بني عبد العزيز),MENZEL TEMIME,36.7833,11.0167
MOHAMED ACHREF EL  AIFI,EL  AIFI,MOHAMED ACHREF,HOPITAL REGIONAL HOUCINE BOUZAIENNE GAFSA,2100,GAFSA,GAFSA,CHIRURGIE GENERALE,CABINET MEDICAL INDIVIDUEL,NON,أريانة,GAFSA SUD (Cite Bayech),قفصة الجنوبية (حي البياش),GAFSA SUD,34.415,8.78
BOUDIRBALA ABDELAZIZ,ABDELAZIZ,BOUDIRBALA,RUE DE JERBA N°38,3100,KAIROUAN,KAIROUAN,PHARMACIEN D'OFFICINE DE JOUR,LABORATOIRE D'ANALYSES,NON,صفاقس,KAIROUAN SUD (Cite El Moez),القيروان الجنوبية (حي المعز),KAIROUAN SUD,35.6772,10.098
YAHYIA KANZARI,KANZARI,YAHYIA,27 AV. ABOU ZAKARIA EL HAFSI,1000,TUNIS RP (VILLE),TUNIS,MEDECINE GENERALE,OFFICINE DE JOUR,NON,جندوبة,BAB BHAR (Bab Bhar),باب بحر (باب بحر),BAB BHAR,36.7981,10.1803
RAHIBA DITE RABIA LAHSINI,LAHSINI,RAHIBA DITE RABIA,AV. DES MARTYRS IMM. IBN KHALDOUN BLOC A ETAGE 3 N° 11,3027,SFAX JADIDA,SFAX,MEDECIN DENTISTE,CABINET MEDICAL INDIVIDUEL,NON,المنستير,SFAX VILLE (Sfax El Jadida),صفاقس المدينة (صفاقس الجديدة),SFAX VILLE,34.7406,10.76
MOHAMED BEYREM YANGUI EP. AKROUT,YANGUI EP. AKROUT,MOHAMED BEYREM,29 AV. HABIB BOURGUIBA,2050,HAMMAM-LIF,BEN AROUS,MEDECINE GENERALE,CABINET MEDICAL INDIVIDUEL,NON,قابس,HAMMAM LIF (Cite Des Ouvriers),حمام الأنف (حي العمال),HAMMAM LIF,36.728,10.336
MOHAMED SELMEN KHACHLOUF,KHACHLOUF,MOHAMED SELMEN,"53, RUE CHARLES NICOLE",2050,HAMMAM-LIF,BEN AROUS,GYNECOLOGIE-OBSTETRIQUE,CABINET DE KINESITHERAPIE,NON,قفصة,HAMMAM LIF (Cite Des Ouvriers),حمام الأنف (حي العمال),HAMMAM LIF,36.728,10.336
MED ALI ARGOUBI,ARGOUBI,MED ALI,AVENUE 7 NOVEMBRE,2041,CITE ETTADHAMEN,ARIANA,MEDECIN DENTISTE,OFFICINE DE JOUR,NON,تونس,ETTADHAMEN (Cite 18 Janvier),التضامن (حي 18 جانفي),ETTADHAMEN,36.8387,10.102
BAYA DAGHFOUS,DAGHFOUS,BAYA,Av de L'Indépendance,1100,ZAGHOUAN,ZAGHOUAN,BIOLOGIE CLINIQUE,MINISTERE DE L'INTERIEUR,NON,بنزرت,ZAGHOUAN (El Mhedhba),زغوان (المهذبة),ZAGHOUAN,36.4025,10.1431
ABDELKARIM BEN SOUDA,BEN SOUDA,ABDELKARIM,RTE GABES KM 9 CITE TYNA ELJADIDA N 1251,3000,SFAX B DIWAN,SFAX,MEDECINE GENERALE,CABINET MEDICAL INDIVIDUEL,NON,نابل,SFAX VILLE (Ain Charfi),صفاقس المدينة (عين الشرفي),SFAX VILLE,34.7406,10.76
AMJED BEN MARIEM,BEN MARIEM,AMJED,2 rue sadok el karoui 1 er etage  app 1,2017,KHAZNADAR,TUNIS,PHYSIOTHERAPIE,OFFICINE DE JOUR,NON,سيدي بوزيد,LE BARDO (Cite Des Enseignants),باردو (حي المعلمين),LE BARDO,36.8111,10.1364
MESSAOUD MIMOUNI,MIMOUNI,MESSAOUD,RUE MALEK IBN MARWEN AIN JLOULA,3113,AIN JALLOULA,KAIROUAN,MEDECINE GENERALE,CABINET MEDICAL INDIVIDUEL,NON,أريانة,OUESLATIA (Ain Jelloula),الوسلاتية (عين جلولة),OUESLATIA,35.7333,9.6667
NAFAA HMISSI,HMISSI,NAFAA,AVENUE 18 JANVIER,3080,JEBENIANA,SFAX,MEDECINE GENERALE,CABINET MEDICAL INDIVIDUEL,NON,مدنين,JEBENIANA (Ain El Ghezal),جبنيانة (عين الغزال),JEBENIANA,35.0333,10.9
KAMEL EDDINE AMENA,AMENA,KAMEL EDDINE,"AV.MOSBAH JARBOU - RTE B; GUEDDECH N°12,",4100,MEDENINE,MEDENINE,MEDECIN DENTISTE,OFFICINE DE JOUR,NON,مدنين,MEDENINE NORD (Cite El Khrachfa),مدنين الشمالية (حي الخراشفة),MEDENINE NORD,33.3556,10.4925
WANNES BOUZIR,BOUZIR,WANNES,RTE MAHDIA KM 4 MKZ KAANICH,3011,SAKIET EDDAIER,SFAX,PHARMACIEN D'OFFICINE DE JOUR,CLINIQUE MULTIDISCIPLINAIRE,NON,القصرين,SAKIET EDDAIER (Cite De Le Liberte),ساقية الدائر (حي الحرية),SAKIET EDDAIER,34.7956,10.7767
AHMED MAHJOUB JEBLOUN,JEBLOUN,AHMED MAHJOUB,RTE DE LA GARE,4040,SIDI BOU ALI,SOUSSE,PHARMACIEN D'OFFICINE DE JOUR,CABINET DE KINESITHERAPIE,NON,تطاوين,SIDI BOU ALI (Cite El Bassatine),سيدي بوعلي (حي البساتين),SIDI BOU ALI,35.9833,10.4667
JAMOUSSI GANTASSI,GANTASSI,JAMOUSSI,Av. Union Maghrebin Arabe,8189,JENDOUBA NORD,JENDOUBA,PHARMACIEN D'OFFICINE DE JOUR,CABINET MEDICAL INDIVIDUEL,NON,سليانة,JENDOUBA NORD (Cite Hedi Ben Hassine),جندوبة الشمالية (حي الهادي بن حسين),JENDOUBA NORD,36.5085,8.7815
IYED SBOUAI,SBOUAI,IYED,AV HABIB BOURGUIBA LAHOUACHE,1240,FERIANA,KASSERINE,MEDECIN DENTISTE,MINISTERE DE L'INTERIEUR,NON,جندوبة,FERIANA (Cite Cheab),فريانة (حي الشعاب),FERIANA,34.9469,8.5867
MOHAMED WEJDI BELGHITH,BELGHITH,MOHAMED WEJDI,151 AV. HABIB BOURGUIBA 2 ETAGE,2089,LE KRAM OUEST,TUNIS,MEDECIN DENTISTE,CABINET MEDICAL INDIVIDUEL,NON,بنزرت,EL KRAM (Bir El Hlou),الكرم (بئر الحلو),EL KRAM,36.85,10.3
HAIDER KAABAR,KAABAR,HAIDER,"""CENTRE MEDICAL SAPHIR"" 1er ETAGE APP. A 1-5  AVENUE MUSTAPHA MOHSEN",2073,BORJ LOUZIR,ARIANA,MEDECIN DENTISTE,CENTRE D'IMAGERIE MEDICALE,NON,قبلي,LA SOUKRA (Borj Louzir),سكرة (برج الوزير),LA SOUKRA,36.8717,10.2283
FAOUAZI HAMROUNI,HAMROUNI,FAOUAZI,5 AVENUE AFRICA EL MOUROUJ 3,2074,EL MOUROUJ I,BEN AROUS,PHARMACIEN D'OFFICINE DE JOUR,CABINET MEDICAL INDIVIDUEL,NON,بن عروس,EL MOUROUJ (Cite El Bochra),المروج (حي البشرى),EL MOUROUJ,36.7405,10.2042
ICHRAF BEN MENAA,BEN MENAA,ICHRAF,IMM.GHOMMIDH 1ER ETAGE BUREAU N°2 ROUTE DE MEDENINE,4170,ZARZIS,MEDENINE,ENDOCRINOLOGIE,APC,APC,باجة,ZARZIS (Beni Fetaiel),جرجيس (بني فطايل),ZARZIS,33.5028,11.1122
MOHAMED IHSSEN BEN M'BAREK,BEN M'BAREK,MOHAMED IHSSEN, RUE  ALI   RIAHI,4051,SOUSSE KHEZAMA,SOUSSE,PHYSIOTHERAPIE,OFFICINE DE JOUR,NON,منوبة,SOUSSE JAOUHARA (Cite De La Steg),سوسة جوهرة (حي الشركة التونسية للكهرباء والغاز),SOUSSE JAOUHARA,35.8269,10.63
MEHER KHOUAJA,KHOUAJA,MEHER,AVENUE IBN SINA ROUTE DE L'HOPITAL REGIONAL DOUALY,2100,GAFSA,GAFSA,PHYSIOTHERAPIE,CABINET MEDICAL INDIVIDUEL,NON,الكاف,GAFSA SUD (Cite Bayech),قفصة الجنوبية (حي البياش),GAFSA SUD,34.415,8.78
MKADEM FAYCAL,FAYCAL,MKADEM,RUE SAKIET SIDI YOUSSEF N° 9,9100,SIDI BOUZID,SIDI BOUZID,MEDECINE GENERALE,CABINET MEDICAL INDIVIDUEL,NON,منوبة,SIDI BOUZID EST (Dhraa),سيدي بوزيد الشرقية (الذراع),SIDI BOUZID EST,35.0372,9.4853
MUKTUM BEN ADDA,BEN ADDA,MUKTUM,75 AV. MUSTAPHA MOHSEN. 1erEtage. APP 3.,2073,BORJ LOUZIR,ARIANA,MEDECINE GENERALE,APC,APC,سيدي بوزيد,LA SOUKRA (Borj Louzir),سكرة (برج الوزير),LA SOUKRA,36.8717,10.2283
ELAA ZAIEM,ZAIEM,ELAA,MINISTERE DE L'INTERIEUR BIZERTE,7000,BIZERTE,BIZERTE,BIOLOGIE CLINIQUE,OFFICINE DE JOUR,NON,قابس,BIZERTE NORD (Bizerte),بنزرت الشمالية (بنزرت),BIZERTE NORD,37.2744,9.8739
KAOUTHAR HOUDA AICHA JENAOUI,JENAOUI,KAOUTHAR HOUDA AICHA,AVENUE MONGI SLIM IMM. BEN KILANI BLOC ( E ) APP N° 4,6000,GABES VILLE,GABES,DERMATOLOGIE,CABINET DE CHIRURGIE DENTAIRE,NON,المهدية,GABES MEDINA (Cite Ben Kilani),قابس المدينة (حي بن كيلاني),GABES MEDINA,33.8815,10.0982
CHAHINEZ SNIHA,SNIHA,CHAHINEZ,AV 9 AVRIL CITE EZZOUHOUR,4031,SOUSSE EZZOUHOUR,SOUSSE,MEDECINE GENERALE,OFFICINE DE JOUR,NON,تطاوين,SOUSSE RIADH (Sousse Ezzouhour),سوسة الرياض (سوسة الزهور),SOUSSE RIADH,35.8269,10.63
KACEM HEDDI,HEDDI,KACEM,"""CERCLE  DE BUREAUX  ""   B210",1004,EL MENZAH ( I - IV ),TUNIS,CHIRURGIE GENERALE,CABINET MEDICAL INDIVIDUEL,NON,جندوبة,EL MENZAH (El Menzah 1),المنزه (المنزه 1),EL MENZAH,36.8528,10.1703
MOSSAAB BEN ADDA,BEN ADDA,MOSSAAB,14 PLACE JOURNEE,3000,SFAX B DIWAN,SFAX,MEDECIN DENTISTE,CABINET DE CHIRURGIE DENTAIRE,NON,المهدية,SFAX VILLE (Ain Charfi),صفاقس المدينة (عين الشرفي),SFAX VILLE,34.7406,10.76
HEJER MECHERGUI,MECHERGUI,HEJER,3-5 RUE JAMEL ABDENNACER 1er ETAGE APP. B 1-1,1000,TUNIS RP (VILLE),TUNIS,PHARMACIEN D'OFFICINE DE JOUR,CABINET MEDICAL INDIVIDUEL,NON,القيروان,BAB BHAR (Bab Bhar),باب بحر (باب بحر),BAB BHAR,36.7981,10.1803
BELKACEM MAZOUZ,MAZOUZ,BELKACEM,AV  HABIB BOURGUIBA,5031,KSIBET MEDIOUNI,MONASTIR,CARDIOLOGIE,CABINET MEDICAL INDIVIDUEL,NON,صفاقس,KSIBET EL MEDIOUNI (Cite Ennadhour 2),قصيبة المديوني (حي الناظور 2),KSIBET EL MEDIOUNI,35.6667,10.8167
NOURI GHARRED,GHARRED,NOURI,1 RUE MONGI SLIM CITE NOUVELLE ERE,2086,DOUAR HICHER,MANOUBA,GYNECOLOGIE-OBSTETRIQUE,CABINET MEDICAL INDIVIDUEL,NON,قبلي,DOUAR HICHER (Cite Khaled Ibn El Walid),دوار هيشر (حي خالد بن الوليد),DOUAR HICHER,36.8333,10.0667
LASSAAD HEMDENE,HEMDENE,LASSAAD,CITE EL FATEH RUE HASSEN IBN ENNOMEN,1220,FOUSSANA,KASSERINE,MEDECIN DENTISTE,CABINET MEDICAL INDIVIDUEL,NON,باجة,FOUSSANA (El Adhira),فوسانة (العذيرة),FOUSSANA,35.2025,8.7969
MOHAMED ROCHD BOUTRIF,BOUTRIF,MOHAMED ROCHD,AV COMBATTANT SUPREME  IMM BOUZGUAROU 1ER  ETAGE N2,5000,MONASTIR,MONASTIR,MEDECIN DENTISTE,CABINET MEDICAL INDIVIDUEL,NON,زغوان,MONASTIR (Monastir),المنستير (المنستير),MONASTIR,35.7644,10.8
MEDIHA EL AOUADI,EL AOUADI,MEDIHA,HOPITAL RABTA,1029,BAB SAADOUN GARE,TUNIS,CHIRURGIE ORTHOPEDIQUE,CABINET MEDICAL INDIVIDUEL,NON,توزر,BAB SOUIKA (Bab Saadoun),باب سويقة (باب سعدون),BAB SOUIKA,36.8,10.1667
SAMIHA MZATI,MZATI,SAMIHA,"18,Rue de Rome Apt n°7",1000,TUNIS RP (VILLE),TUNIS,ENDOCRINOLOGIE,CABINET MEDICAL INDIVIDUEL,NON,بنزرت,BAB BHAR (Bab Bhar),باب بحر (باب بحر),BAB BHAR,36.7981,10.1803
KAMELEDDINE NACCACHE,NACCACHE,KAMELEDDINE,15 Avenue  bab  jedid   1000 tunis,1000,TUNIS RP (VILLE),TUNIS,MEDECINE GENERALE,CABINET MEDICAL INDIVIDUEL,NON,المهدية,BAB BHAR (Bab Bhar),باب بحر (باب بحر),BAB BHAR,36.7981,10.1803
YASSER MELLOULI,MELLOULI,YASSER,"12 , RUE BELGIQUE , RUE ANNABA",7000,BIZERTE,BIZERTE,MEDECIN DENTISTE,CABINET MEDICAL INDIVIDUEL,NON,أريانة,BIZERTE NORD (Bizerte),بنزرت الشمالية (بنزرت),BIZERTE NORD,37.2744,9.8739
SAOUD abrougui,abrougui,SAOUD,MEDICA CENTER 1ER ETAGE CABINET N B2 119 AV DE LERE NOUVELLE,2037,EL MENZAH 7 - ENNASR II,ARIANA,O.R.L.,CABINET MEDICAL INDIVIDUEL,NON,باجة,ARIANA VILLE (Centre Commercial Ikram),أريانة المدينة (المركب التجاري إكرام),ARIANA VILLE,36.8653,10.1682
RAMLA BOUFAIED,BOUFAIED,RAMLA,"3,RUE DE BELGIQUE 1ER ETAGE  PLACE BARCELONE",1000,TUNIS RP (VILLE),TUNIS,MEDECIN DENTISTE,OFFICINE DE JOUR,NON,القيروان,BAB BHAR (Bab Bhar),باب بحر (باب بحر),BAB BHAR,36.7981,10.1803
RADHWANE REZIGA,REZIGA,RADHWANE,AV  7 NOVEMBRE,5053,AMIRAT EL FHOUL,MONASTIR,O.R.L.,CABINET MEDICAL INDIVIDUEL,NON,باجة,MOKNINE (Amirat El Fehoul),المنستير (عميرة الفحول),MOKNINE,35.6311,10.9011
SEIF ALLAH RAGOUBI,RAGOUBI,SEIF ALLAH,AVENUE H.BOURGUIBA EL ARWEKA,9100,SIDI BOUZID,SIDI BOUZID,MEDECIN DENTISTE,CENTRE DE REEDUCATION FONCTIONNELLE,NON,منوبة,SIDI BOUZID EST (Dhraa),سيدي بوزيد الشرقية (الذراع),SIDI BOUZID EST,35.0372,9.4853
MOHAMED BEN AMOR EL ABIDI,EL ABIDI,MOHAMED BEN AMOR,Elysé Medical . 1 AV. MONGI SLIM . DAR FADHAL .,2036,LA SOUKRA,ARIANA,PHYSIOTHERAPIE,CABINET DE CHIRURGIE DENTAIRE,NON,سيدي بوزيد,LA SOUKRA (Cite Ezzitoun 1),سكرة (حي الزيتون 1),LA SOUKRA,36.885212,10.245301
SOUHA KHADIJA ABAAB,ABAAB,SOUHA KHADIJA,96a ve habib bougatfa bardo 2000,2000,BARDO,TUNIS,MEDECIN DENTISTE,CABINET MEDICAL INDIVIDUEL,NON,جندوبة,EL OMRANE (Ras Tabia),العمران (رأس الطابية),EL OMRANE,36.8167,10.1667
MOHAMED FATEH BEN  KHEDIJA,BEN  KHEDIJA,MOHAMED FATEH,38 AVENUE HABIB BOURGUIBA,3000,SFAX B DIWAN,SFAX,BIOLOGIE CLINIQUE,CABINET MEDICAL INDIVIDUEL,NON,جندوبة,SFAX VILLE (Ain Charfi),صفاقس المدينة (عين الشرفي),SFAX VILLE,34.7406,10.76
DHIA EL HAK MLIK,MLIK,DHIA EL HAK,"Complexe Médical "" Avicenne "" 2éme étage Route de Medenine",4170,ZARZIS,MEDENINE,PHYSIOTHERAPIE,CABINET MEDICAL INDIVIDUEL,NON,زغوان,ZARZIS (Beni Fetaiel),جرجيس (بني فطايل),ZARZIS,33.5028,11.1122
MohamedSkander AMDOUN,AMDOUN,MohamedSkander,RUE ASSAD IBN EL FOURAT 9000 BEJA,9000,BEJà VILLE,BEJA,PEDIATRIE,CABINET MEDICAL INDIVIDUEL,NON,المهدية,BEJA NORD (Cite Pont Trageon),باجة الشمالية (حي جسر طراجيون),BEJA NORD,36.7256,9.1817
RAIDA MECHRI,MECHRI,RAIDA,"MEDECIN DENTISTE, AV. H. BOURGUIBA",2240,NEFTA,TOZEUR,PEDIATRIE,OFFICINE DE JOUR,NON,جندوبة,NEFTA (Cite Erriadh),نفطة (حي الرياض),NEFTA,33.8731,7.8783
MOHAMED BEYREM KHALFALAH,KHALFALAH,MOHAMED BEYREM,242 AVENUE HABIB BOURGUIBA,2015,LE KRAM,TUNIS,MEDECIN DENTISTE,CENTRE D'IMAGERIE MEDICALE,NON,سليانة,EL KRAM (Erriadh),الكرم (الرياض),EL KRAM,36.85,10.3
